BIBLIOGRAFÍA,AUTOR,TÍTULO,FECHA,CRITERIO,BLOQUE,MEDIO,SOPORTE,TEMA,PAÍS,ZONA,TIPOLOGÍA,NOTAS,CONCORDANCIA
"«Un español, profesor de Genética en la Universidad de California». El País. Madrid: Diario El País, S.A., 1980-08-02.",,El País,1980,Primera edición,No ficción,Escrito,Prensa,Salud,España,,,Mayúsculas no acentuadas en el original,"Este espectacular avance en la genética durante los últimos años, debido fundamentalmente a las técnicas del ADN recombinante, «está haciendo posible comparar, gen por gen, y nucleótido por nucleótido, organismos tan diferentes como el del hombre, las mariposas, el trigo o las bacterias...» Este avance «va a llevar a entender el proceso ontogenético —desarrollo del individuo— que es, tal vez, el problema genético sin resolver más fundamental y con el cual está asociado el problema de"
"«Un español, profesor de Genética en la Universidad de California». El País. Madrid: Diario El País, S.A., 1980-08-02.",,El País,1980,Primera edición,No ficción,Escrito,Prensa,Salud,España,,,Mayúsculas no acentuadas en el original,"Este espectacular avance en la genética durante los últimos años, debido fundamentalmente a las técnicas del ADN recombinante, «está haciendo posible comparar, gen por gen, y nucleótido por nucleótido, organismos tan diferentes como el del hombre, las mariposas, el trigo o las bacterias...» Este avance «va a llevar a entender el proceso ontogenético —desarrollo del individuo— que es, tal vez, el problema genético sin resolver más fundamental y con el cual está asociado el problema del cáncer"
"«ÁNGEL MARTIN MUNICIO». Martín Municio, Ángel: Historia de la Química. Madrid: RACEFN, 1981.","Martín Municio, Ángel",Historia de la Química,1981,Primera edición,No ficción,Escrito,Libro,Ciencias y tecnología,España,,,,"Los tipos de problemas que Khorana hubo de resolver fueron estrictamente químicos, por ejemplo, la activación del grupo fosfomonoester de un mononucleotido para que fuese capaz de fosforilar, sin ambigüedad, el grupo  adecuado de otro nucleotido; el desarrollo de métodos de polimerización de mononucleotidos y de separación y caracterización de los polinucleotidos resultantes. De esta manera pudo disponer de mensajeros artificiales con estructuras inequívocas, con los que poder experimentar su traducción en las cadenas polipeptídicas y culminar, así, la codificación genética."
"Castro, Roberto J.; Handel, María; Rivolta, Graciela B.: Actualizaciones en Biología. Buenos Aires: Eudeba, 1999.","Castro, Roberto J.; Handel, María; Rivolta, Graciela B.",Actualizaciones en Biología,1981,Primera edición,No ficción,Escrito,Libro,Ciencias y tecnología,Argentina,Río de la Plata,,En el original no se acentúan las mayúsculas,"A la pentosa de un nucleósido se le puede unir un grupo fosfato, mediante un enlace covalente; esto da como resultado un nucleótido (nucleótido-mono-fosfato)."
"Castro, Roberto J.; Handel, María; Rivolta, Graciela B.: Actualizaciones en Biología. Buenos Aires: Eudeba, 1999.","Castro, Roberto J.; Handel, María; Rivolta, Graciela B.",Actualizaciones en Biología,1981,Primera edición,No ficción,Escrito,Libro,Ciencias y tecnología,Argentina,Río de la Plata,,En el original no se acentúan las mayúsculas,"A la pentosa de un nucleósido se le puede unir un grupo fosfato, mediante un enlace covalente; esto da como resultado un nucleótido (nucleótido-mono-fosfato)."
"Castro, Roberto J.; Handel, María; Rivolta, Graciela B.: Actualizaciones en Biología. Buenos Aires: Eudeba, 1999.","Castro, Roberto J.; Handel, María; Rivolta, Graciela B.",Actualizaciones en Biología,1981,Primera edición,No ficción,Escrito,Libro,Ciencias y tecnología,Argentina,Río de la Plata,,En el original no se acentúan las mayúsculas,FIG. 15. Representación simbólica de la estructura de un nucleótido.
"Castro, Roberto J.; Handel, María; Rivolta, Graciela B.: Actualizaciones en Biología. Buenos Aires: Eudeba, 1999.","Castro, Roberto J.; Handel, María; Rivolta, Graciela B.",Actualizaciones en Biología,1981,Primera edición,No ficción,Escrito,Libro,Ciencias y tecnología,Argentina,Río de la Plata,,En el original no se acentúan las mayúsculas,"A ese grupo fosfato pueden unirse, por sucesivos enlaces covalentes, uno o dos grupos  fosfato más, resultando, respectivamente, un nucleótido-tri-fosfato y un nucleótido-tri-fosfato (Fig. 17)."
"Castro, Roberto J.; Handel, María; Rivolta, Graciela B.: Actualizaciones en Biología. Buenos Aires: Eudeba, 1999.","Castro, Roberto J.; Handel, María; Rivolta, Graciela B.",Actualizaciones en Biología,1981,Primera edición,No ficción,Escrito,Libro,Ciencias y tecnología,Argentina,Río de la Plata,,En el original no se acentúan las mayúsculas,"A ese grupo fosfato pueden unirse, por sucesivos enlaces covalentes, uno o dos grupos  fosfato más, resultando, respectivamente, un nucleótido-tri-fosfato y un nucleótido-tri-fosfato (Fig. 17)."
"Castro, Roberto J.; Handel, María; Rivolta, Graciela B.: Actualizaciones en Biología. Buenos Aires: Eudeba, 1999.","Castro, Roberto J.; Handel, María; Rivolta, Graciela B.",Actualizaciones en Biología,1981,Primera edición,No ficción,Escrito,Libro,Ciencias y tecnología,Argentina,Río de la Plata,,En el original no se acentúan las mayúsculas,"El ATP es un nucleótido con tres grupos fosfato. La formación del segundo y del tercer enlace fosfato, cuando estos grupos se unen al AMP (adenosín-mono-fosfato), requiere un cierto suministro de energía. Por lo tanto, la ruptura del enlace de esos grupos fosfato libera la energía acumulada en ellos. La transformación (reversible) más"
"Castro, Roberto J.; Handel, María; Rivolta, Graciela B.: Actualizaciones en Biología. Buenos Aires: Eudeba, 1999.","Castro, Roberto J.; Handel, María; Rivolta, Graciela B.",Actualizaciones en Biología,1981,Primera edición,No ficción,Escrito,Libro,Ciencias y tecnología,Argentina,Río de la Plata,,En el original no se acentúan las mayúsculas,"b) fuente de energía: el proceso es anabólico y endergónico; la energía que se requiere es aportada por los mismos desoxirribonucleótidos-tri-fosfato (dATP, dGTP, dCTP y dTTP —la letra d indica que el azúcar del nucleótido es desoxirribosa—)."
