BIBLIOGRAFÍA,AUTOR,TÍTULO,FECHA,CRITERIO,BLOQUE,MEDIO,SOPORTE,TEMA,PAÍS,ZONA,TIPOLOGÍA,NOTAS,CONCORDANCIA
"«ARMANDO DURAN». Durán, Armando: Cincuentenario de la mecánica cuántica. Madrid: RACEFN, 1975.","Durán, Armando",Cincuentenario de la mecánica cuántica,1975,Primera edición,No ficción,Escrito,Libro,Ciencias y tecnología,España,,,,COMO NACE LA MECANICA CUANTICA
"«ARMANDO DURAN». Durán, Armando: Cincuentenario de la mecánica cuántica. Madrid: RACEFN, 1975.","Durán, Armando",Cincuentenario de la mecánica cuántica,1975,Primera edición,No ficción,Escrito,Libro,Ciencias y tecnología,España,,,,"una nueva manera de dar cauce a un problema preocupante que surge en cualquiera de los campos del saber. Hay muchas teorías o fenómenos nuevos que llevan el nombre  de más de un autor quienes, de modo independiente, han contribuido a un desarrollo científico descubriendo y dando nombre a un mismo fenómeno. Concretamente en la Mecánica Cuántica —Mecánica ondulatoria fue su nombre inicial— encontramos un claro ejemplo."
"«ARMANDO DURAN». Durán, Armando: Cincuentenario de la mecánica cuántica. Madrid: RACEFN, 1975.","Durán, Armando",Cincuentenario de la mecánica cuántica,1975,Primera edición,No ficción,Escrito,Libro,Ciencias y tecnología,España,,,,"Luis de Broglie tiene la prioridad, pero en los años inmediatos aparecen Heisenberg, Schrödinger, Jordan, Born, Dirac que aportan contribuciones tan importantes, que con todos ellos se da el gran paso que conduce a la mecánica cuántica."
"«ARMANDO DURAN». Durán, Armando: Cincuentenario de la mecánica cuántica. Madrid: RACEFN, 1975.","Durán, Armando",Cincuentenario de la mecánica cuántica,1975,Primera edición,No ficción,Escrito,Libro,Ciencias y tecnología,España,,,,"Hay que destacar que uno de ellos trata sobre las relaciones que existen entre la Mecánica Cuántica de Heisenberg, Born, Jordan y la suya, y en ella hace alusión a las contribuciones aportadas por Dirac."
"«ARMANDO DURAN». Durán, Armando: Cincuentenario de la mecánica cuántica. Madrid: RACEFN, 1975.","Durán, Armando",Cincuentenario de la mecánica cuántica,1975,Primera edición,No ficción,Escrito,Libro,Ciencias y tecnología,España,,,,"En este artículo habla de la diversidad de puntos de partida y de conceptos que caracterizan, por una parte, la mecánica cuántica de Heisenberg (emplea este nombre para abreviar la que él llama teoría de Heisenberg, Jordan y Born) y, por otra, la que él denomina mecánica «ondulatoria» o «física»."
"«ARMANDO DURAN». Durán, Armando: Cincuentenario de la mecánica cuántica. Madrid: RACEFN, 1975.","Durán, Armando",Cincuentenario de la mecánica cuántica,1975,Primera edición,No ficción,Escrito,Libro,Ciencias y tecnología,España,,,,"En el artículo mencionado publicado en 1926 pone en evidencia la relación íntima extremadamente estrecha que existe entre la mecánica cuántica de Heisenberg y su mecánica ondulatoria. Formalmente desde un punto de vista puramente matemático, estas dos teorías son idénticas, afirma en los primeros párrafos de su trabajo."
"«ARMANDO DURAN». Durán, Armando: Cincuentenario de la mecánica cuántica. Madrid: RACEFN, 1975.","Durán, Armando",Cincuentenario de la mecánica cuántica,1975,Primera edición,No ficción,Escrito,Libro,Ciencias y tecnología,España,,,,"No admite duda que partiendo de puntos de vista diferentes llegan, la mecánica ondulatoria y la mecánica cuántica, a fundirse en un solo cuerpo de doctrina que nace entre los años 25 y 26."
"«ARMANDO DURAN». Durán, Armando: Cincuentenario de la mecánica cuántica. Madrid: RACEFN, 1975.","Durán, Armando",Cincuentenario de la mecánica cuántica,1975,Primera edición,No ficción,Escrito,Libro,Ciencias y tecnología,España,,,,"Broglie, de Langevin, de Brillouin, de Becquerel, de Bloch, de Perrin nace la mecánica ondulatoria mientras que en la Alemania de Einstein, de Schrödinger, de Heisenberg, de Born, de Jordan, en Göttingen o en Leipzig, en relación con Copenhague alrededor de la figura de Bohr en este último lugar, surge la mecánica cuántica."
"«ARMANDO DURAN». Durán, Armando: Cincuentenario de la mecánica cuántica. Madrid: RACEFN, 1975.","Durán, Armando",Cincuentenario de la mecánica cuántica,1975,Primera edición,No ficción,Escrito,Libro,Ciencias y tecnología,España,,,,De la expansión de la mecánica cuántica y de su impacto en el mundo científico puede ser prueba significativa la publicación de libros de texto en un intervalo muy corto.
"«ARMANDO DURAN». Durán, Armando: Cincuentenario de la mecánica cuántica. Madrid: RACEFN, 1975.","Durán, Armando",Cincuentenario de la mecánica cuántica,1975,Primera edición,No ficción,Escrito,Libro,Ciencias y tecnología,España,,,,Del desarrollo de la mecánica cuántica en los tiempos actuales se da cumplida cuenta en este volumen.
