name,duration,type1
bulbasaur,0.00071,grass
ivysaur,0.00048,grass
venusaur,0.00044,grass
charmander,0.00037,fire
charmeleon,0.00036,fire
charizard,0.00043,fire
squirtle,0.00049,water
wartortle,0.00040,water
blastoise,0.00035,water
caterpie,0.00044,bug
metapod,0.00041,bug
butterfree,0.00045,bug
weedle,0.00041,bug
kakuna,0.00042,bug
beedrill,0.00041,bug
pidgey,0.00042,normal
pidgeotto,0.00040,normal
pidgeot,0.00041,normal
rattata,0.00033,normal
raticate,0.00036,normal
spearow,0.00029,normal
fearow,0.00037,normal
ekans,0.00032,poison
arbok,0.00033,poison
pikachu,0.00031,electric
raichu,0.00031,electric
sandshrew,0.00025,ground
sandslash,0.00021,ground
nidoran-f,0.00020,poison
nidorina,0.00019,poison
nidoqueen,0.00019,poison
nidoran-m,0.00017,poison
nidorino,0.00018,poison
nidoking,0.00024,poison
clefairy,0.00029,fairy
clefable,0.00032,fairy
vulpix,0.00029,fire
ninetales,0.00057,fire
jigglypuff,0.00036,normal
wigglytuff,0.00032,normal
zubat,0.00028,poison
golbat,0.00035,poison
oddish,0.00033,grass
gloom,0.00027,grass
vileplume,0.00032,grass
paras,0.00025,bug
parasect,0.00027,bug
venonat,0.00033,bug
venomoth,0.00032,bug
diglett,0.00027,ground
dugtrio,0.00033,ground
meowth,0.00030,normal
persian,0.00034,normal
psyduck,0.00038,water
golduck,0.00027,water
mankey,0.00037,fighting
primeape,0.00036,fighting
growlithe,0.00031,fire
arcanine,0.00032,fire
poliwag,0.00030,water
poliwhirl,0.00027,water
poliwrath,0.00038,water
abra,0.00076,psychic
kadabra,0.00116,psychic
alakazam,0.00087,psychic
machop,0.00039,fighting
machoke,0.00047,fighting
machamp,0.00045,fighting
bellsprout,0.00040,grass
weepinbell,0.00040,grass
victreebel,0.00037,grass
tentacool,0.00063,water
tentacruel,0.00123,water
geodude,0.00094,rock
graveler,0.00055,rock
golem,0.00038,rock
ponyta,0.00044,fire
rapidash,0.00034,fire
slowpoke,0.00041,water
slowbro,0.00039,water
magnemite,0.00034,electric
magneton,0.00033,electric
farfetch'd,0.00035,normal
doduo,0.00037,normal
dodrio,0.00041,normal
seel,0.00043,water
dewgong,0.00035,water
grimer,0.00035,poison
muk,0.00052,poison
shellder,0.00079,water
cloyster,0.00049,water
gastly,0.00048,ghost
haunter,0.00057,ghost
gengar,0.00068,ghost
onix,0.00056,rock
drowzee,0.00046,psychic
hypno,0.00057,psychic
krabby,0.00039,water
kingler,0.00044,water
voltorb,0.00040,electric
electrode,0.00038,electric
exeggcute,0.00033,grass
exeggutor,0.00041,grass
cubone,0.00035,ground
marowak,0.00034,ground
hitmonlee,0.00038,fighting
hitmonchan,0.00035,fighting
lickitung,0.00034,normal
koffing,0.00036,poison
weezing,0.00041,poison
rhyhorn,0.00038,ground
rhydon,0.00035,ground
chansey,0.00050,normal
tangela,0.00035,grass
kangaskhan,0.00035,normal
horsea,0.00031,water
seadra,0.00054,water
goldeen,0.00055,water
seaking,0.00035,water
staryu,0.00037,water
starmie,0.00053,water
mr. mime,0.00064,psychic
scyther,0.00097,bug
jynx,0.00099,ice
electabuzz,0.00099,electric
magmar,0.00060,fire
pinsir,0.00041,bug
tauros,0.00035,normal
magikarp,0.00037,water
gyarados,0.00045,water
lapras,0.00037,water
ditto,0.00040,normal
eevee,0.00029,normal
vaporeon,0.00037,water
jolteon,0.00047,electric
flareon,0.00037,fire
porygon,0.00035,normal
omanyte,0.00037,rock
omastar,0.00038,rock
kabuto,0.00035,rock
kabutops,0.00032,rock
aerodactyl,0.00036,rock
snorlax,0.00036,normal
articuno,0.00037,ice
zapdos,0.00033,electric
moltres,0.00055,fire
dratini,0.00030,dragon
dragonair,0.00035,dragon
dragonite,0.00036,dragon
mewtwo,0.00040,psychic
mew,0.00045,psychic
chikorita,0.00043,grass
bayleef,0.00035,grass
meganium,0.00035,grass
cyndaquil,0.00036,fire
quilava,0.00036,fire
typhlosion,0.00028,fire
totodile,0.00033,water
croconaw,0.00033,water
feraligatr,0.00034,water
sentret,0.00026,normal
furret,0.00038,normal
hoothoot,0.00131,normal
noctowl,0.00061,normal
ledyba,0.00046,bug
ledian,0.00041,bug
spinarak,0.00041,bug
ariados,0.00043,bug
crobat,0.00028,poison
chinchou,0.00037,water
lanturn,0.00033,water
pichu,0.00036,electric
cleffa,0.00028,fairy
igglybuff,0.00040,normal
togepi,0.00028,fairy
togetic,0.00034,fairy
natu,0.00029,psychic
xatu,0.00032,psychic
mareep,0.00021,electric
flaaffy,0.00022,electric
ampharos,0.00018,electric
bellossom,0.00017,grass
marill,0.00018,water
azumarill,0.00020,water
sudowoodo,0.00021,rock
politoed,0.00017,water
hoppip,0.00019,grass
skiploom,0.00018,grass
jumpluff,0.00019,grass
aipom,0.00016,normal
sunkern,0.00015,grass
sunflora,0.00016,grass
yanma,0.00016,bug
wooper,0.00015,water
quagsire,0.00016,water
espeon,0.00021,psychic
umbreon,0.00027,dark
murkrow,0.00034,dark
slowking,0.00022,water
misdreavus,0.00030,ghost
unown,0.00035,psychic
wobbuffet,0.00039,psychic
girafarig,0.00032,normal
pineco,0.00027,bug
forretress,0.00022,bug
dunsparce,0.00026,normal
gligar,0.00023,ground
steelix,0.00020,steel
snubbull,0.00028,fairy
granbull,0.00018,fairy
qwilfish,0.00016,water
scizor,0.00037,bug
shuckle,0.00022,bug
heracross,0.00031,bug
sneasel,0.00029,dark
teddiursa,0.00022,normal
ursaring,0.00025,normal
slugma,0.00027,fire
magcargo,0.00033,fire
swinub,0.00040,ice
piloswine,0.00034,ice
corsola,0.00032,water
remoraid,0.00035,water
octillery,0.00042,water
delibird,0.00032,ice
mantine,0.00020,water
skarmory,0.00019,steel
houndour,0.00018,dark
houndoom,0.00018,dark
kingdra,0.00016,water
phanpy,0.00017,ground
donphan,0.00017,ground
porygon2,0.00024,normal
stantler,0.00020,normal
smeargle,0.00018,normal
tyrogue,0.00017,fighting
hitmontop,0.00017,fighting
smoochum,0.00016,ice
elekid,0.00016,electric
magby,0.00016,fire
miltank,0.00016,normal
blissey,0.00016,normal
raikou,0.00018,electric
entei,0.00018,fire
suicune,0.00020,water
larvitar,0.00027,rock
pupitar,0.00017,rock
tyranitar,0.00018,rock
lugia,0.00018,psychic
ho-oh,0.00028,fire
celebi,0.00018,psychic
treecko,0.00019,grass
grovyle,0.00018,grass
sceptile,0.00020,grass
torchic,0.00018,fire
combusken,0.00017,fire
blaziken,0.00018,fire
mudkip,0.00017,water
marshtomp,0.00017,water
swampert,0.00017,water
poochyena,0.00015,dark
mightyena,0.00017,dark
zigzagoon,0.00018,normal
linoone,0.00019,normal
wurmple,0.00024,bug
silcoon,0.00032,bug
beautifly,0.00029,bug
cascoon,0.00027,bug
dustox,0.00025,bug
lotad,0.00019,water
lombre,0.00020,water
ludicolo,0.00020,water
seedot,0.00016,grass
nuzleaf,0.00017,grass
shiftry,0.00019,grass
taillow,0.00017,normal
swellow,0.00018,normal
wingull,0.00031,water
pelipper,0.00032,water
ralts,0.00022,psychic
kirlia,0.00030,psychic
gardevoir,0.00026,psychic
surskit,0.00021,bug
